,ques_link,vote_count,answer_count,ques_title,ques_summ,keywords,date
1989,"""/questions/2745265/is-listdog-a-subclass-of-listanimal-why-are-java-generics-not-implicitly-po""",846,19,Is List<Dog> a subclass of List<Animal>? Why are Java generics not implicitly polymorphic?,"I'm a bit confused about how Java generics handle inheritance / polymorphism.

Assume the following hierarchy -

Animal (Parent)

Dog - Cat (Children)

So suppose I have a method doSomething(List<...","['java', 'generics', 'inheritance', 'polymorphism']",2010-04-30
1990,"""/questions/17987647/moment-js-transform-to-date-object""",845,11,Moment.js transform to date object,"Using Moment.js I can't transform a correct moment object to a date object with timezones. I can't get the correct date.

Example:

var oldDate = new Date(),
    momentObj = moment(oldDate).tz(""...","['javascript', 'momentjs']",2013-08-01
1991,"""/questions/8023306/get-key-by-value-in-dictionary""",844,40,Get key by value in dictionary,"I made a function which will look up ages in a Dictionary and show the matching name:

dictionary = {'george' : 16, 'amber' : 19}
search_age = raw_input(""Provide age"")
for age in dictionary.values():
 ...","['python', 'dictionary']",2011-11-05
1992,"""/questions/47190861/how-can-the-default-node-version-be-set-using-nvm""",843,15,How can the default node version be set using NVM?,"I have installed nvm (ubuntu with zsh shell) with two node version: v6.11.5 and v9.0.0 and the default version in nvm is the v9.0.0
Every time I need to change the node version
$ nvm list
         v6....","['node.js', 'version', 'nvm']",2017-11-08
1993,"""/questions/31163693/how-do-i-conditionally-add-attributes-to-react-components""",843,20,How do I conditionally add attributes to React components?,"Is there a way to only add attributes to a React component if a certain condition is met?
I'm supposed to add required and readOnly attributes to form elements based on an Ajax call after render, but ...","['javascript', 'reactjs']",2015-07-01
1994,"""/questions/16072709/converting-string-to-byte-array-in-c-sharp""",843,18,Converting string to byte array in C#,"I'm converting something from VB into C#. Having a problem with the syntax of this statement:

if ((searchResult.Properties[""user""].Count > 0))
{
    profile.User = System.Text.Encoding.UTF8....","['c#', 'string', 'encoding', 'byte']",2013-04-18
1995,"""/questions/34570758/why-do-we-need-middleware-for-async-flow-in-redux""",843,11,Why do we need middleware for async flow in Redux?,"According to the docs, ""Without middleware, Redux store only supports synchronous data flow"". I don't understand why this is the case. Why can't the container component call the async API, and then ...","['javascript', 'asynchronous', 'reactjs', 'redux', 'redux-thunk']",2016-01-02
1996,"""/questions/1634271/url-encoding-the-space-character-or-20""",843,4,URL encoding the space character: + or %20?,"When is a space in a URL encoded to +, and when is it encoded to %20?","['url', 'url-encoding']",2009-10-27
1997,"""/questions/432842/how-do-you-get-the-logical-xor-of-two-variables-in-python""",842,28,How do you get the logical xor of two variables in Python?,"How do you get the logical xor of two variables in Python?

For example, I have two variables that I expect to be strings. I want to test that only one of them contains a True value (is not None or ...","['python', 'logical-operators']",2009-01-11
1998,"""/questions/8866041/how-can-i-list-all-collections-in-the-mongodb-shell""",842,23,How can I list all collections in the MongoDB shell?,"In the MongoDB shell, how do I list all collections for the current database that I'm using?","['mongodb', 'mongo-shell']",2012-01-14
1999,"""/questions/2500436/how-does-cat-eof-work-in-bash""",842,11,"How does ""cat << EOF"" work in bash?","I needed to write a script to enter multi-line input to a program (psql).

After a bit of googling, I found the following syntax works:

cat << EOF | psql ---params
BEGIN;

`pg_dump ----...","['linux', 'bash', 'scripting', 'heredoc']",2010-03-23
2000,"""/questions/70689/what-is-an-efficient-way-to-implement-a-singleton-pattern-in-java""",842,29,What is an efficient way to implement a singleton pattern in Java? [closed],What is an efficient way to implement a singleton design pattern in Java?,"['java', 'singleton', 'design-patterns']",2008-09-16
2001,"""/questions/4701532/how-to-force-maven-update""",841,26,How to force maven update?,"I imported my already working project on another computer and it started to download dependencies.  

Apparently my internet connection crashed and now I get the following:

    >Build errors for ...",['maven'],2011-01-15
2002,"""/questions/3956478/understanding-randomness""",841,28,"Understanding ""randomness""","I can't get my head around this, which is more random?

rand()
OR:

rand() * rand()
I´m finding it a real brain teaser, could you help me out?
EDIT:

Intuitively I know that the mathematical answer ...","['math', 'language-agnostic', 'random']",2010-10-18
2003,"""/questions/346372/whats-the-difference-between-faking-mocking-and-stubbing""",841,14,"What's the difference between faking, mocking, and stubbing?","I know how I use these terms, but I'm wondering if there are accepted definitions for faking, mocking, and stubbing for unit tests?  How do you define these for your tests?  Describe situations where ...","['unit-testing', 'mocking', 'language-agnostic', 'terminology', 'definition']",2008-12-06
2004,"""/questions/687295/how-do-i-do-a-not-equal-in-django-queryset-filtering""",840,17,How do I do a not equal in Django queryset filtering?,"In Django model QuerySets, I see that there is a __gt and __lt for comparative values, but is there a __ne or != (not equals)? I want to filter out using a not equals. For example, for
Model:
    bool ...","['python', 'django', 'django-models', 'django-queryset']",2009-03-26
2005,"""/questions/2822089/how-to-link-to-part-of-the-same-document-in-markdown""",840,14,How to link to part of the same document in Markdown?,"I am writing a large Markdown document and would like to place a table of contents of sorts at the beginning that will provide links to various locations in the document. How can I do this?
I tried ...","['markdown', 'multimarkdown']",2010-05-12
2006,"""/questions/957928/is-there-a-way-to-get-the-git-root-directory-in-one-command""",840,22,Is there a way to get the git root directory in one command?,"Mercurial has a way of printing the root directory (that contains .hg) via

hg root
Is there something equivalent in git to get the directory that contains the .git directory?","['git', 'version-control']",2009-06-05
2007,"""/questions/4328947/limit-file-format-when-using-input-type-file""",840,12,"Limit file format when using <input type=""file"">?","I'd like to restrict the type of file that can be chosen from the native OS file chooser when the user clicks the Browse button in the <input type=""file""> element in HTML. I have a feeling it's ...","['html', 'file', 'types']",2010-12-01
2008,"""/questions/1424981/how-can-i-remove-all-css-classes-using-jquery-javascript""",840,13,How can I remove all CSS classes using jQuery/JavaScript?,"Instead of individually calling $(""#item"").removeClass() for every single class an element might have, is there a single function which can be called which removes all CSS classes from the given ...","['javascript', 'jquery', 'dom']",2009-09-15
2009,"""/questions/2723397/what-is-pecs-producer-extends-consumer-super""",840,15,What is PECS (Producer Extends Consumer Super)?,"I came across PECS (short for Producer extends and Consumer super) while reading up on generics. 

Can someone explain to me how to use PECS to resolve confusion between extends and super?","['java', 'generics', 'super', 'bounded-wildcard', 'pecs']",2010-04-27
2010,"""/questions/148968/windows-batch-files-bat-vs-cmd""",840,12,Windows batch files: .bat vs .cmd?,"As I understand it, .bat is the old 16-bit naming convention, and .cmd is for 32-bit Windows, i.e., starting with NT. But I continue to see .bat files everywhere, and they seem to work exactly the ...","['windows', 'batch-file', 'cmd']",2008-09-29
2011,"""/questions/1261975/addressing-localhost-from-a-virtualbox-virtual-machine""",839,22,Addressing localhost from a VirtualBox virtual machine [closed],"I have a local test/development server (HTTP, of course), listening to port 8000.

I'm working on Linux, so to test the page on Internet Explorer 6, 7, 8, etc. I run a virtual machine using ...","['localhost', 'virtual-machine', 'virtualbox']",2009-08-11
2012,"""/questions/1008019/c-singleton-design-pattern""",839,24,C++ Singleton design pattern,"Recently I've bumped into a realization/implementation of the Singleton design pattern for C++. It has looked like this (I have adopted it from the real-life example):
// a lot of methods are omitted ...","['c++', 'design-patterns', 'singleton']",2009-06-17
2013,"""/questions/308999/what-does-functools-wraps-do""",839,7,What does functools.wraps do?,"In a comment on this answer to another question, someone said that they weren't sure what functools.wraps was doing. So, I'm asking this question so that there will be a record of it on StackOverflow ...","['python', 'decorator', 'functools']",2008-11-21
2014,"""/questions/34883068/how-to-get-first-n-number-of-elements-from-an-array""",838,14,How to get first N number of elements from an array,"I am working with Javascript(ES6) /FaceBook react and trying to get the first 3 elements of an array that varies in size. I would like do the equivalent of Linq take(n).

In my Jsx file I have  the ...","['javascript', 'arrays', 'filtering', 'slice', 'extract']",2016-01-19
